PORT,I_COMMODITY,GEN_VAL_YR,I_COMMODITY_SDESC,COMM_LVL,time
5203,09,52647051.0,"COFFEE, TEA, MATE & SPICES",HS2,2013-12
5203,12,9785802.0,"OIL SEEDS ETC.; MISC GRAIN, SEED, FRUIT, PLANT ETC",HS2,2013-12
5203,10,68275256.0,CEREALS,HS2,2013-12
5203,11,4175099.0,MILLING PRODUCTS; MALT; STARCH; INULIN; WHT GLUTEN,HS2,2013-12
5203,13,5441458.0,"LAC; GUMS, RESINS & OTHER VEGETABLE SAP & EXTRACT",HS2,2013-12
5203,14,3232608.0,VEGETABLE PLAITING MATERIALS & PRODUCTS NESOI,HS2,2013-12
5203,15,50976554.0,"ANIMAL OR VEGETABLE FATS, OILS ETC. & WAXES",HS2,2013-12
5203,16,30669203.0,"EDIBLE PREPARATIONS OF MEAT, FISH, CRUSTACEANS ETC",HS2,2013-12
5203,18,4816590.0,COCOA AND COCOA PREPARATIONS,HS2,2013-12
5203,17,13620486.0,SUGARS AND SUGAR CONFECTIONARY,HS2,2013-12
5203,19,59639778.0,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",HS2,2013-12
5203,20,131670901.0,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",HS2,2013-12
5203,21,35119001.0,MISCELLANEOUS EDIBLE PREPARATIONS,HS2,2013-12
5203,23,1144876.0,FOOD INDUSTRY RESIDUES & WASTE; PREP ANIMAL FEED,HS2,2013-12
5203,24,106813442.0,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES,HS2,2013-12
5203,22,1104986330.0,"BEVERAGES, SPIRITS AND VINEGAR",HS2,2013-12
5203,26,3843261.0,"ORES, SLAG AND ASH",HS2,2013-12
5203,25,19074884.0,SALT; SULFUR; EARTH & STONE; LIME & CEMENT PLASTER,HS2,2013-12
5203,27,3306089545.0,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",HS2,2013-12
5203,28,3958354.0,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,HS2,2013-12
5203,29,10727744.0,ORGANIC CHEMICALS,HS2,2013-12
5203,50,1644295.0,"SILK, INCLUDING YARNS AND WOVEN FABRIC THEREOF",HS2,2013-12
5203,45,1785670.0,CORK AND ARTICLES OF CORK,HS2,2013-12
5203,51,27013.0,"WOOL & ANIMAL HAIR, INCLUDING YARN & WOVEN FABRIC",HS2,2013-12
5203,46,17969.0,"MFR OF STRAW, ESPARTO ETC.; BASKETWARE & WICKERWRK",HS2,2013-12
5203,47,598368.0,WOOD PULP ETC; RECOVD (WASTE & SCRAP) PPR & PPRBD,HS2,2013-12
5203,48,45786568.0,PAPER & PAPERBOARD & ARTICLES (INC PAPR PULP ARTL),HS2,2013-12
5203,52,956665.0,"COTTON, INCLUDING YARN AND WOVEN FABRIC THEREOF",HS2,2013-12
5203,53,296047.0,VEG TEXT FIB NESOI; VEG FIB & PAPER YNS & WOV FAB,HS2,2013-12
5203,54,5762968.0,"MANMADE FILAMENTS, INCLUDING YARNS & WOVEN FABRICS",HS2,2013-12
5203,43,1652205.0,FURSKINS AND ARTIFICIAL FUR; MANUFACTURES THEREOF,HS2,2013-12
5203,44,95188230.0,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL,HS2,2013-12
5203,49,10812819.0,"PRINTED BOOKS, NEWSPAPERS ETC; MANUSCRIPTS ETC",HS2,2013-12
5203,39,160716965.0,PLASTICS AND ARTICLES THEREOF,HS2,2013-12
5203,41,1483238.0,RAW HIDES AND SKINS (NO FURSKINS) AND LEATHER,HS2,2013-12
5203,33,138514309.0,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",HS2,2013-12
5203,34,10985012.0,"SOAP ETC; WAXES, POLISH ETC;",HS2,2013-12
5203,35,2390492.0,ALBUMINOIDAL SUBST; MODIFIED STARCH; GLUE; ENZYMES,HS2,2013-12
5203,42,5566991.0,LEATHER ART; SADDLERY ETC; HANDBAGS ETC; GUT,HS2,2013-12
5203,36,265068.0,EXPLOSIVES; PYROTECHNICS; MATCHES; PYRO ALLOYS ETC,HS2,2013-12
5203,37,74219.0,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS,HS2,2013-12
5203,30,43382677.0,PHARMACEUTICAL PRODUCTS,HS2,2013-12
5203,38,14482651.0,MISCELLANEOUS CHEMICAL PRODUCTS,HS2,2013-12
5203,40,107796937.0,RUBBER AND ARTICLES THEREOF,HS2,2013-12
5203,31,1070126.0,FERTILIZERS,HS2,2013-12
5203,32,8667806.0,"TANNING & DYE EXT ETC; DYE, PA",HS2,2013-12
5203,63,48027494.0,TEXTILE ART NESOI; NEEDLECRAFT SETS; WORN TEXT ART,HS2,2013-12
5203,65,2229959.0,HEADGEAR AND PARTS THEREOF,HS2,2013-12
5203,68,206393635.0,"ART OF STONE, PLASTER, CEMENT, ASBESTOS, MICA ETC.",HS2,2013-12
5203,64,53570517.0,"FOOTWEAR, GAITERS ETC. AND PARTS THEREOF",HS2,2013-12
5203,69,112965900.0,CERAMIC PRODUCTS,HS2,2013-12
5203,66,841965.0,"UMBRELLAS, WALKING-STICKS, RIDING-CROPS ETC, PARTS",HS2,2013-12
5203,67,4572557.0,"PREP FEATHERS, DOWN ETC; ARTIF FLOWERS; H HAIR ART",HS2,2013-12
5203,55,5317981.0,"MANMADE STAPLE FIBERS, INCL YARNS & WOVEN FABRICS",HS2,2013-12
5203,57,4130274.0,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,HS2,2013-12
5203,58,2429681.0,SPEC WOV FABRICS; TUFTED FAB; LACE; TAPESTRIES ETC,HS2,2013-12
5203,59,20216370.0,IMPREGNATED ETC TEXT FABRICS; TEX ART FOR INDUSTRY,HS2,2013-12
5203,62,616390966.0,"APPAREL ARTICLES AND ACCESSORIES, NOT KNIT ETC.",HS2,2013-12
5203,60,1908311.0,KNITTED OR CROCHETED FABRICS,HS2,2013-12
5203,56,2254215.0,"WADDING, FELT ETC; SP YARN; TWINE, ROPES ETC.",HS2,2013-12
5203,61,2021225762.0,"APPAREL ARTICLES AND ACCESSORIES, KNIT OR CROCHET",HS2,2013-12
5203,83,14728887.0,MISCELLANEOUS ARTICLES OF BASE METAL,HS2,2013-12
5203,85,227550396.0,ELECTRIC MACHINERY ETC; SOUND,HS2,2013-12
5203,84,245256819.0,"NUCLEAR REACTORS, BOILERS, MACHINERY ETC.; PARTS",HS2,2013-12
5203,78,1766764.0,LEAD AND ARTICLES THEREOF,HS2,2013-12
5203,79,476559.0,ZINC AND ARTICLES THEREOF,HS2,2013-12
5203,80,205215.0,TIN AND ARTICLES THEREOF,HS2,2013-12
5203,71,4320197.0,"NAT ETC PEARLS, PREC ETC STON",HS2,2013-12
5203,81,19575.0,BASE METALS NESOI; CERMETS; ARTICLES THEREOF,HS2,2013-12
5203,82,3264928.0,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",HS2,2013-12
5203,72,70872901.0,IRON AND STEEL,HS2,2013-12
5203,73,39527598.0,ARTICLES OF IRON OR STEEL,HS2,2013-12
5203,74,28471595.0,COPPER AND ARTICLES THEREOF,HS2,2013-12
5203,70,34293941.0,GLASS AND GLASSWARE,HS2,2013-12
5203,75,110134.0,NICKEL AND ARTICLES THEREOF,HS2,2013-12
5203,76,75702723.0,ALUMINUM AND ARTICLES THEREOF,HS2,2013-12
5203,97,18245363.0,"WORKS OF ART, COLLECTORS' PIECES AND ANTIQUES",HS2,2013-12
5203,98,194532085.0,"SPECIAL CLASSIFICATION PROVISIONS, NESOI",HS2,2013-12
5203,94,167304477.0,FURNITURE; BEDDING ETC; LAMPS NESOI ETC,HS2,2013-12
5203,88,22736680.0,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",HS2,2013-12
5203,91,2262552.0,CLOCKS AND WATCHES AND PARTS THEREOF,HS2,2013-12
5203,89,357161722.0,"SHIPS, BOATS AND FLOATING STRUCTURES",HS2,2013-12
5203,95,29058408.0,"TOYS, GAMES & SPORT EQUIPMENT; PARTS & ACCESSORIES",HS2,2013-12
5203,86,369823.0,RAILWAY OR TRAMWAY STOCK ETC,HS2,2013-12
5203,90,717240284.0,"OPTIC, PHOTO ETC, MEDIC OR S",HS2,2013-12
5203,96,17225141.0,MISCELLANEOUS MANUFACTURED ARTICLES,HS2,2013-12
5203,87,90787524.0,"VEHICLES, EXCEPT RAILWAY OR TRAMWAY, AND PARTS ETC",HS2,2013-12
5203,92,259498.0,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES THEREOF,HS2,2013-12
5203,93,18169509.0,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF,HS2,2013-12
5204,03,40618628.0,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",HS2,2013-12
5204,05,717752.0,"PRODUCTS OF ANIMAL ORIGIN, NESOI",HS2,2013-12
5204,07,4260121.0,EDIBLE VEGETABLES & CERTAIN ROOTS & TUBERS,HS2,2013-12
5204,08,4770834.0,EDIBLE FRUIT & NUTS; CITRUS FRUIT OR MELON PEEL,HS2,2013-12
5204,09,603233.0,"COFFEE, TEA, MATE & SPICES",HS2,2013-12
5204,11,197700.0,MILLING PRODUCTS; MALT; STARCH; INULIN; WHT GLUTEN,HS2,2013-12
5204,13,101530.0,"LAC; GUMS, RESINS & OTHER VEGETABLE SAP & EXTRACT",HS2,2013-12
5204,18,168549.0,COCOA AND COCOA PREPARATIONS,HS2,2013-12
5204,19,75213.0,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",HS2,2013-12
5204,20,26664941.0,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",HS2,2013-12
5204,21,477992.0,MISCELLANEOUS EDIBLE PREPARATIONS,HS2,2013-12
5204,24,32422358.0,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES,HS2,2013-12
5204,22,9031816.0,"BEVERAGES, SPIRITS AND VINEGAR",HS2,2013-12
5204,27,1998111.0,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",HS2,2013-12
5204,29,7388.0,ORGANIC CHEMICALS,HS2,2013-12
5204,47,33948.0,WOOD PULP ETC; RECOVD (WASTE & SCRAP) PPR & PPRBD,HS2,2013-12
5204,48,1120521.0,PAPER & PAPERBOARD & ARTICLES (INC PAPR PULP ARTL),HS2,2013-12
5204,44,224737.0,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL,HS2,2013-12
5204,49,52538.0,"PRINTED BOOKS, NEWSPAPERS ETC; MANUSCRIPTS ETC",HS2,2013-12
5204,39,99755982.0,PLASTICS AND ARTICLES THEREOF,HS2,2013-12
5204,33,17059868.0,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",HS2,2013-12
5204,34,36942.0,"SOAP ETC; WAXES, POLISH ETC;",HS2,2013-12
5204,42,42444.0,LEATHER ART; SADDLERY ETC; HANDBAGS ETC; GUT,HS2,2013-12
5204,37,5070.0,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS,HS2,2013-12
5204,30,31891.0,PHARMACEUTICAL PRODUCTS,HS2,2013-12
5204,38,150000.0,MISCELLANEOUS CHEMICAL PRODUCTS,HS2,2013-12
5204,40,106565.0,RUBBER AND ARTICLES THEREOF,HS2,2013-12
5204,32,81388.0,"TANNING & DYE EXT ETC; DYE, PA",HS2,2013-12
5204,63,965611.0,TEXTILE ART NESOI; NEEDLECRAFT SETS; WORN TEXT ART,HS2,2013-12
5204,68,24277.0,"ART OF STONE, PLASTER, CEMENT, ASBESTOS, MICA ETC.",HS2,2013-12
5204,57,51726.0,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,HS2,2013-12
5204,62,25201618.0,"APPAREL ARTICLES AND ACCESSORIES, NOT KNIT ETC.",HS2,2013-12
5204,56,10481.0,"WADDING, FELT ETC; SP YARN; TWINE, ROPES ETC.",HS2,2013-12
5204,61,18388.0,"APPAREL ARTICLES AND ACCESSORIES, KNIT OR CROCHET",HS2,2013-12
5204,83,55990.0,MISCELLANEOUS ARTICLES OF BASE METAL,HS2,2013-12
5204,85,26414039.0,ELECTRIC MACHINERY ETC; SOUND,HS2,2013-12
5204,84,37116371.0,"NUCLEAR REACTORS, BOILERS, MACHINERY ETC.; PARTS",HS2,2013-12
5204,78,137712.0,LEAD AND ARTICLES THEREOF,HS2,2013-12
5204,79,19000.0,ZINC AND ARTICLES THEREOF,HS2,2013-12
5204,71,10000.0,"NAT ETC PEARLS, PREC ETC STON",HS2,2013-12
5204,81,6900.0,BASE METALS NESOI; CERMETS; ARTICLES THEREOF,HS2,2013-12
5204,82,2307934.0,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",HS2,2013-12
5204,72,378458.0,IRON AND STEEL,HS2,2013-12
5204,73,1242547.0,ARTICLES OF IRON OR STEEL,HS2,2013-12
5204,74,947515.0,COPPER AND ARTICLES THEREOF,HS2,2013-12
5204,70,35941.0,GLASS AND GLASSWARE,HS2,2013-12
5204,76,829701.0,ALUMINUM AND ARTICLES THEREOF,HS2,2013-12
5204,97,3011.0,"WORKS OF ART, COLLECTORS' PIECES AND ANTIQUES",HS2,2013-12
5204,98,27198909.0,"SPECIAL CLASSIFICATION PROVISIONS, NESOI",HS2,2013-12
5204,94,132156.0,FURNITURE; BEDDING ETC; LAMPS NESOI ETC,HS2,2013-12
5204,88,6788020.0,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",HS2,2013-12
5204,89,79007176.0,"SHIPS, BOATS AND FLOATING STRUCTURES",HS2,2013-12
5204,95,26795.0,"TOYS, GAMES & SPORT EQUIPMENT; PARTS & ACCESSORIES",HS2,2013-12
5204,86,41728.0,RAILWAY OR TRAMWAY STOCK ETC,HS2,2013-12
5204,90,27820.0,"OPTIC, PHOTO ETC, MEDIC OR S",HS2,2013-12
5204,87,1142326.0,"VEHICLES, EXCEPT RAILWAY OR TRAMWAY, AND PARTS ETC",HS2,2013-12
5205,25,128000.0,SALT; SULFUR; EARTH & STONE; LIME & CEMENT PLASTER,HS2,2013-12
5205,49,4995.0,"PRINTED BOOKS, NEWSPAPERS ETC; MANUSCRIPTS ETC",HS2,2013-12
5205,39,2145.0,PLASTICS AND ARTICLES THEREOF,HS2,2013-12
5205,40,7800.0,RUBBER AND ARTICLES THEREOF,HS2,2013-12
5205,61,22210.0,"APPAREL ARTICLES AND ACCESSORIES, KNIT OR CROCHET",HS2,2013-12
5205,83,22320.0,MISCELLANEOUS ARTICLES OF BASE METAL,HS2,2013-12
5205,84,903494.0,"NUCLEAR REACTORS, BOILERS, MACHINERY ETC.; PARTS",HS2,2013-12
5205,71,1317342.0,"NAT ETC PEARLS, PREC ETC STON",HS2,2013-12
5205,73,8100.0,ARTICLES OF IRON OR STEEL,HS2,2013-12
5205,76,17298.0,ALUMINUM AND ARTICLES THEREOF,HS2,2013-12
5205,98,61000.0,"SPECIAL CLASSIFICATION PROVISIONS, NESOI",HS2,2013-12
5205,94,4683.0,FURNITURE; BEDDING ETC; LAMPS NESOI ETC,HS2,2013-12
5205,89,581984.0,"SHIPS, BOATS AND FLOATING STRUCTURES",HS2,2013-12
5206,01,98062312.0,LIVE ANIMALS,HS2,2013-12
5206,02,310171.0,MEAT AND EDIBLE MEAT OFFAL,HS2,2013-12
5206,03,1130922094.0,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",HS2,2013-12
5206,04,1943211.0,DAIRY PRODS; BIRDS EGGS; HONEY; ED ANIMAL PR NESOI,HS2,2013-12
5206,05,2998017.0,"PRODUCTS OF ANIMAL ORIGIN, NESOI",HS2,2013-12
5206,06,929268655.0,"LIVE TREES, PLANTS, BULBS ETC.; CUT FLOWERS ETC.",HS2,2013-12
5206,07,265183483.0,EDIBLE VEGETABLES & CERTAIN ROOTS & TUBERS,HS2,2013-12
5206,08,113066205.0,EDIBLE FRUIT & NUTS; CITRUS FRUIT OR MELON PEEL,HS2,2013-12
5206,09,5529857.0,"COFFEE, TEA, MATE & SPICES",HS2,2013-12
5206,12,82723593.0,"OIL SEEDS ETC.; MISC GRAIN, SEED, FRUIT, PLANT ETC",HS2,2013-12
5206,10,161649044.0,CEREALS,HS2,2013-12
5206,11,160428.0,MILLING PRODUCTS; MALT; STARCH; INULIN; WHT GLUTEN,HS2,2013-12
5206,13,4082379.0,"LAC; GUMS, RESINS & OTHER VEGETABLE SAP & EXTRACT",HS2,2013-12
5206,14,17308.0,VEGETABLE PLAITING MATERIALS & PRODUCTS NESOI,HS2,2013-12
5206,15,311059.0,"ANIMAL OR VEGETABLE FATS, OILS ETC. & WAXES",HS2,2013-12
5206,16,30351513.0,"EDIBLE PREPARATIONS OF MEAT, FISH, CRUSTACEANS ETC",HS2,2013-12
5206,18,1617623.0,COCOA AND COCOA PREPARATIONS,HS2,2013-12
5206,17,2177345.0,SUGARS AND SUGAR CONFECTIONARY,HS2,2013-12
5206,19,1835208.0,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",HS2,2013-12
5206,20,1338004.0,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",HS2,2013-12
5206,21,6295020.0,MISCELLANEOUS EDIBLE PREPARATIONS,HS2,2013-12
5206,23,1057513.0,FOOD INDUSTRY RESIDUES & WASTE; PREP ANIMAL FEED,HS2,2013-12
5206,24,70804124.0,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES,HS2,2013-12
5206,22,2453946.0,"BEVERAGES, SPIRITS AND VINEGAR",HS2,2013-12
